STT, Thời gian, Ngày tháng, TỔNG LƯU LƯỢNG 1, Tiêu thụ, LƯU LƯỢNG TỨC THỜI 1
  285, 21:00:00 , 12/01/2024 9:00:00 CH ,         653529.8, 20.1     ,                 20.2
  286, 22:00:00 , 12/01/2024 10:00:00 CH,         653547.9, 18.1     ,                 18.6
  287, 23:00:00 , 12/01/2024 11:00:00 CH,         653561.4, 13.5     ,                 13.8
  288, 00:00:00 , 13/01/2024 12:00:00 SA,         653569.7, 8.3      ,                  8.6
  289, 01:00:00 , 13/01/2024 1:00:00 SA ,         653575.7, 6.0      ,                  6.4
  290, 02:00:00 , 13/01/2024 2:00:00 SA ,         653580.6, 4.9      ,                  4.6
  291, 03:00:00 , 13/01/2024 3:00:00 SA ,         653584.9, 4.3      ,                  4.8
  292, 04:00:00 , 13/01/2024 4:00:00 SA ,         653589.7, 4.8      ,                  4.2
  293, 05:00:00 , 13/01/2024 5:00:00 SA ,         653595.7, 6.0      ,                  5.8
  294, 06:00:00 , 13/01/2024 6:00:00 SA ,         653604.2, 8.5      ,                  7.4
  295, 07:00:00 , 13/01/2024 7:00:00 SA ,         653621.3, 17.1     ,                 17.2
  296, 08:00:00 , 13/01/2024 8:00:00 SA ,         653640.4, 19.1     ,                 19.4
  297, 09:00:00 , 13/01/2024 9:00:00 SA ,         653660.4, 20.0     ,                 19.4
  298, 10:00:00 , 13/01/2024 10:00:00 SA,         653680.1, 19.8     ,                 19.4
  299, 11:00:00 , 13/01/2024 11:00:00 SA,         653699.9, 19.8     ,                 20.5
  300, 12:00:00 , 13/01/2024 12:00:00 CH,         653718.3, 18.4     ,                 17.8
  301, 13:00:00 , 13/01/2024 1:00:00 CH ,         653735.1, 16.8     ,                 17.2
  302, 14:00:00 , 13/01/2024 2:00:00 CH ,         653748.2, 13.1     ,                 12.9
  303, 15:00:00 , 13/01/2024 3:00:00 CH ,         653760.1, 11.9     ,                 11.9
  304, 16:00:00 , 13/01/2024 4:00:00 CH ,         653774.8, 14.7     ,                 15.6
  305, 17:00:00 , 13/01/2024 5:00:00 CH ,         653792.9, 18.1     ,                 17.9
  306, 18:00:00 , 13/01/2024 6:00:00 CH ,         653817.2, 24.3     ,                 24.5
  307, 19:00:00 , 13/01/2024 7:00:00 CH ,         653844.6, 27.4     ,                 27.4
  308, 20:00:00 , 13/01/2024 8:00:00 CH ,         653868.2, 23.6     ,                 22.8
  309, 21:00:00 , 13/01/2024 9:00:00 CH ,         653886.7, 18.5     ,                 18.2
  310, 22:00:00 , 13/01/2024 10:00:00 CH,         653902.3, 15.6     ,                 16.0
  311, 23:00:00 , 13/01/2024 11:00:00 CH,         653916.4, 14.1     ,                 14.1
  312, 00:00:00 , 14/01/2024 12:00:00 SA,         653925.0, 8.6      ,                  9.1
  313, 01:00:00 , 14/01/2024 1:00:00 SA ,         653930.7, 5.7      ,                  6.2
  314, 02:00:00 , 14/01/2024 2:00:00 SA ,         653935.3, 4.6      ,                  4.3
  315, 03:00:00 , 14/01/2024 3:00:00 SA ,         653939.8, 4.5      ,                  4.5
  316, 04:00:00 , 14/01/2024 4:00:00 SA ,         653944.5, 4.7      ,                  4.4
  317, 05:00:00 , 14/01/2024 5:00:00 SA ,         653950.3, 5.8      ,                  5.5
  318, 06:00:00 , 14/01/2024 6:00:00 SA ,         653957.8, 7.5      ,                  7.5
  319, 07:00:00 , 14/01/2024 7:00:00 SA ,         653970.8, 13.0     ,                 11.8
  320, 08:00:00 , 14/01/2024 8:00:00 SA ,         653989.1, 18.3     ,                 18.6
  321, 09:00:00 , 14/01/2024 9:00:00 SA ,         654007.5, 18.4     ,                 18.5
  322, 10:00:00 , 14/01/2024 10:00:00 SA,         654027.1, 19.6     ,                 19.8
  323, 11:00:00 , 14/01/2024 11:00:00 SA,         654048.0, 20.9     ,                 20.8
  324, 12:00:00 , 14/01/2024 12:00:00 CH,         654066.9, 18.9     ,                 19.7
  325, 13:00:00 , 14/01/2024 1:00:00 CH ,         654085.6, 18.8     ,                 18.9
  326, 14:00:00 , 14/01/2024 2:00:00 CH ,         654102.6, 17.0     ,                 17.0
  327, 15:00:00 , 14/01/2024 3:00:00 CH ,         654116.4, 13.8     ,                 14.0
  328, 16:00:00 , 14/01/2024 4:00:00 CH ,         654132.1, 15.8     ,                 16.0
  329, 17:00:00 , 14/01/2024 5:00:00 CH ,         654154.7, 22.6     ,                 22.4
  330, 18:00:00 , 14/01/2024 6:00:00 CH ,         654180.5, 25.8     ,                 27.1
  331, 19:00:00 , 14/01/2024 7:00:00 CH ,         654210.9, 30.4     ,                 31.5
  332, 20:00:00 , 14/01/2024 8:00:00 CH ,         654235.5, 24.6     ,                 25.3
  333, 21:00:00 , 14/01/2024 9:00:00 CH ,         654256.9, 21.4     ,                 21.0
  334, 22:00:00 , 14/01/2024 10:00:00 CH,         654276.1, 19.3     ,                 19.3
  335, 23:00:00 , 14/01/2024 11:00:00 CH,         654291.5, 15.4     ,                 15.9
  336, 00:00:00 , 15/01/2024 12:00:00 SA,         654300.2, 8.7      ,                  8.2
  337, 01:00:00 , 15/01/2024 1:00:00 SA ,         654306.3, 6.1      ,                  6.1
  338, 02:00:00 , 15/01/2024 2:00:00 SA ,         654311.4, 5.1      ,                  5.3
  339, 03:00:00 , 15/01/2024 3:00:00 SA ,         654316.3, 4.9      ,                  5.1
  340, 04:00:00 , 15/01/2024 4:00:00 SA ,         654321.5, 5.2      ,                  5.2
  341, 05:00:00 , 15/01/2024 5:00:00 SA ,         654328.0, 6.5      ,                  7.0
  342, 06:00:00 , 15/01/2024 6:00:00 SA ,         654338.3, 10.3     ,                  9.0
  343, 07:00:00 , 15/01/2024 7:00:00 SA ,         654359.3, 21.0     ,                 21.7
  344, 08:00:00 , 15/01/2024 8:00:00 SA ,         654381.2, 21.9     ,                 21.9
  345, 09:00:00 , 15/01/2024 9:00:00 SA ,         654402.3, 21.1     ,                 22.1
  346, 10:00:00 , 15/01/2024 10:00:00 SA,         654421.5, 19.2     ,                 18.7
  347, 11:00:00 , 15/01/2024 11:00:00 SA,         654440.4, 18.9     ,                 18.8
  348, 12:00:00 , 15/01/2024 12:00:00 CH,         654460.2, 19.8     ,                 20.1
  349, 13:00:00 , 15/01/2024 1:00:00 CH ,         654477.1, 16.9     ,                 16.7
  350, 14:00:00 , 15/01/2024 2:00:00 CH ,         654490.6, 13.5     ,                 14.2
  351, 15:00:00 , 15/01/2024 3:00:00 CH ,         654503.7, 13.1     ,                 12.4
  352, 16:00:00 , 15/01/2024 4:00:00 CH ,         654518.0, 14.3     ,                 14.2
  353, 17:00:00 , 15/01/2024 5:00:00 CH ,         654533.7, 15.7     ,                 15.8
  354, 18:00:00 , 15/01/2024 6:00:00 CH ,         654556.0, 22.3     ,                 21.1
  355, 19:00:00 , 15/01/2024 7:00:00 CH ,         654586.1, 30.1     ,                 29.7
  356, 20:00:00 , 15/01/2024 8:00:00 CH ,         654611.7, 25.6     ,                 26.3
  357, 21:00:00 , 15/01/2024 9:00:00 CH ,         654634.6, 22.9     ,                 22.6
  358, 22:00:00 , 15/01/2024 10:00:00 CH,         654655.7, 21.1     ,                 21.3
  359, 23:00:00 , 15/01/2024 11:00:00 CH,         654672.7, 17.0     ,                 17.2
  360, 00:00:00 , 16/01/2024 12:00:00 SA,         654681.3, 8.6      ,                  8.8
  361, 01:00:00 , 16/01/2024 1:00:00 SA ,         654687.5, 6.2      ,                  6.3
  362, 02:00:00 , 16/01/2024 2:00:00 SA ,         654692.9, 5.4      ,                  5.5
  363, 03:00:00 , 16/01/2024 3:00:00 SA ,         654697.6, 4.8      ,                  4.4
  364, 04:00:00 , 16/01/2024 4:00:00 SA ,         654702.5, 4.9      ,                  5.4
  365, 05:00:00 , 16/01/2024 5:00:00 SA ,         654708.6, 6.1      ,                  6.0
  366, 06:00:00 , 16/01/2024 6:00:00 SA ,         654718.1, 9.5      ,                  9.3
  367, 07:00:00 , 16/01/2024 7:00:00 SA ,         654739.8, 21.7     ,                 20.4
  368, 08:00:00 , 16/01/2024 8:00:00 SA ,         654761.5, 21.7     ,                 21.0
  369, 09:00:00 , 16/01/2024 9:00:00 SA ,         654781.0, 19.5     ,                 19.5
  370, 10:00:00 , 16/01/2024 10:00:00 SA,         654797.6, 16.6     ,                 16.7
  371, 11:00:00 , 16/01/2024 11:00:00 SA,         654814.5, 16.9     ,                 16.9
  372, 12:00:00 , 16/01/2024 12:00:00 CH,         654832.9, 18.4     ,                 18.4
  373, 13:00:00 , 16/01/2024 1:00:00 CH ,         654848.9, 16.0     ,                 16.6
  374, 14:00:00 , 16/01/2024 2:00:00 CH ,         654861.1, 12.3     ,                 11.5
  375, 15:00:00 , 16/01/2024 3:00:00 CH ,         654872.9, 11.8     ,                 11.8
  376, 16:00:00 , 16/01/2024 4:00:00 CH ,         654886.4, 13.5     ,                 13.0
  377, 17:00:00 , 16/01/2024 5:00:00 CH ,         654902.6, 16.3     ,                 16.6
  378, 18:00:00 , 16/01/2024 6:00:00 CH ,         654924.4, 21.8     ,                 20.6
  379, 19:00:00 , 16/01/2024 7:00:00 CH ,         654955.1, 30.8     ,                 30.9
  380, 20:00:00 , 16/01/2024 8:00:00 CH ,         654983.9, 28.8     ,                 27.8
  381, 21:00:00 , 16/01/2024 9:00:00 CH ,         655013.9, 30.0     ,                 30.3
  382, 22:00:00 , 16/01/2024 10:00:00 CH,         655041.0, 27.1     ,                 26.7
  383, 23:00:00 , 16/01/2024 11:00:00 CH,         655062.7, 21.7     ,                 20.5
  384, 00:00:00 , 17/01/2024 12:00:00 SA,         655078.5, 15.8     ,                 15.3
  385, 01:00:00 , 17/01/2024 1:00:00 SA ,         655090.0, 11.5     ,                 11.5
  386, 02:00:00 , 17/01/2024 2:00:00 SA ,         655101.0, 11.0     ,                 10.9
  387, 03:00:00 , 17/01/2024 3:00:00 SA ,         655111.4, 10.4     ,                 10.6
  388, 04:00:00 , 17/01/2024 4:00:00 SA ,         655122.1, 10.8     ,                 10.9
  389, 05:00:00 , 17/01/2024 5:00:00 SA ,         655134.6, 12.5     ,                 12.1
  390, 06:00:00 , 17/01/2024 6:00:00 SA ,         655149.5, 14.9     ,                 13.5
  391, 07:00:00 , 17/01/2024 7:00:00 SA ,         655174.3, 24.8     ,                 24.8
  392, 08:00:00 , 17/01/2024 8:00:00 SA ,         655193.8, 19.5     ,                 18.0
  393, 09:00:00 , 17/01/2024 9:00:00 SA ,         655212.8, 19.0     ,                 18.2
  394, 10:00:00 , 17/01/2024 10:00:00 SA,         655231.9, 19.1     ,                 19.4
  395, 11:00:00 , 17/01/2024 11:00:00 SA,         655251.2, 19.3     ,                 20.0
  396, 12:00:00 , 17/01/2024 12:00:00 CH,         655269.4, 18.2     ,                 19.0
  397, 13:00:00 , 17/01/2024 1:00:00 CH ,         655285.9, 16.5     ,                 16.8
  398, 14:00:00 , 17/01/2024 2:00:00 CH ,         655298.3, 12.4     ,                 12.6
  399, 15:00:00 , 17/01/2024 3:00:00 CH ,         655311.5, 13.2     ,                 12.6
  400, 16:00:00 , 17/01/2024 4:00:00 CH ,         655325.6, 14.1     ,                 14.4
  401, 17:00:00 , 17/01/2024 5:00:00 CH ,         655342.8, 17.2     ,                 17.6
  402, 18:00:00 , 17/01/2024 6:00:00 CH ,         655366.7, 23.9     ,                 24.7
  403, 19:00:00 , 17/01/2024 7:00:00 CH ,         655396.9, 30.2     ,                 30.2
  404, 20:00:00 , 17/01/2024 8:00:00 CH ,         655423.9, 27.0     ,                 26.7
  405, 21:00:00 , 17/01/2024 9:00:00 CH ,         655448.2, 24.3     ,                 24.6
  406, 22:00:00 , 17/01/2024 10:00:00 CH,         655468.8, 20.6     ,                 20.5
  407, 23:00:00 , 17/01/2024 11:00:00 CH,         655485.3, 16.5     ,                 16.8
  408, 00:00:00 , 18/01/2024 12:00:00 SA,         655495.5, 10.2     ,                  9.6
  409, 01:00:00 , 18/01/2024 1:00:00 SA ,         655501.9, 6.4      ,                  6.8
  410, 02:00:00 , 18/01/2024 2:00:00 SA ,         655507.3, 5.4      ,                  5.1
  411, 03:00:00 , 18/01/2024 3:00:00 SA ,         655512.6, 5.3      ,                  5.4
  412, 04:00:00 , 18/01/2024 4:00:00 SA ,         655518.2, 5.6      ,                  5.6
  413, 05:00:00 , 18/01/2024 5:00:00 SA ,         655525.2, 7.0      ,                  6.9
  414, 06:00:00 , 18/01/2024 6:00:00 SA ,         655535.9, 10.7     ,                  9.9
  415, 07:00:00 , 18/01/2024 7:00:00 SA ,         655559.7, 23.8     ,                 24.1
  416, 08:00:00 , 18/01/2024 8:00:00 SA ,         655583.8, 24.1     ,                 25.6
  417, 09:00:00 , 18/01/2024 9:00:00 SA ,         655604.2, 20.4     ,                 20.9
  418, 10:00:00 , 18/01/2024 10:00:00 SA,         655623.0, 18.8     ,                 17.6
  419, 11:00:00 , 18/01/2024 11:00:00 SA,         655640.9, 17.9     ,                 18.0
  420, 12:00:00 , 18/01/2024 12:00:00 CH,         655660.1, 19.3     ,                 18.7
  421, 13:00:00 , 18/01/2024 1:00:00 CH ,         655676.0, 15.9     ,                 15.8
  422, 14:00:00 , 18/01/2024 2:00:00 CH ,         655689.3, 13.3     ,                 12.8
  423, 15:00:00 , 18/01/2024 3:00:00 CH ,         655702.2, 12.9     ,                 13.3
  424, 16:00:00 , 18/01/2024 4:00:00 CH ,         655717.3, 15.1     ,                 14.9
  425, 17:00:00 , 18/01/2024 5:00:00 CH ,         655735.1, 17.8     ,                 18.3
  426, 18:00:00 , 18/01/2024 6:00:00 CH ,         655760.6, 25.5     ,                 24.6
  427, 19:00:00 , 18/01/2024 7:00:00 CH ,         655789.7, 29.1     ,                 28.1
  428, 20:00:00 , 18/01/2024 8:00:00 CH ,         655815.9, 26.2     ,                 25.3
  429, 21:00:00 , 18/01/2024 9:00:00 CH ,         655839.0, 23.1     ,                 23.9
  430, 22:00:00 , 18/01/2024 10:00:00 CH,         655859.9, 20.9     ,                 19.9
  431, 23:00:00 , 18/01/2024 11:00:00 CH,         655876.1, 16.3     ,                 16.4
  432, 00:00:00 , 19/01/2024 12:00:00 SA,         655885.1, 9.0      ,                  8.8
  433, 01:00:00 , 19/01/2024 1:00:00 SA ,         655890.6, 5.5      ,                  5.3
  434, 02:00:00 , 19/01/2024 2:00:00 SA ,         655895.8, 5.2      ,                  4.9
  435, 03:00:00 , 19/01/2024 3:00:00 SA ,         655900.4, 4.6      ,                  4.5
  436, 04:00:00 , 19/01/2024 4:00:00 SA ,         655905.3, 4.9      ,                  5.0
  437, 05:00:00 , 19/01/2024 5:00:00 SA ,         655911.5, 6.2      ,                  6.2
  438, 06:00:00 , 19/01/2024 6:00:00 SA ,         655921.4, 9.9      ,                 10.0
  439, 07:00:00 , 19/01/2024 7:00:00 SA ,         655943.7, 22.3     ,                 21.9
  440, 08:00:00 , 19/01/2024 8:00:00 SA ,         655967.8, 24.1     ,                 23.9
  441, 09:00:00 , 19/01/2024 9:00:00 SA ,         655987.7, 19.9     ,                 19.7
  442, 10:00:00 , 19/01/2024 10:00:00 SA,         656007.0, 19.3     ,                 18.5
  443, 11:00:00 , 19/01/2024 11:00:00 SA,         656025.4, 18.4     ,                 18.3
  444, 12:00:00 , 19/01/2024 12:00:00 CH,         656043.7, 18.3     ,                 18.3
  445, 13:00:00 , 19/01/2024 1:00:00 CH ,         656061.0, 17.3     ,                 17.1
  446, 14:00:00 , 19/01/2024 2:00:00 CH ,         656076.5, 15.5     ,                 14.9
  447, 15:00:00 , 19/01/2024 3:00:00 CH ,         656091.2, 14.7     ,                 13.9
  448, 16:00:00 , 19/01/2024 4:00:00 CH ,         656106.3, 15.1     ,                 14.6
  449, 17:00:00 , 19/01/2024 5:00:00 CH ,         656123.3, 17.0     ,                 16.0
  450, 18:00:00 , 19/01/2024 6:00:00 CH ,         656147.4, 24.1     ,                 24.1
  451, 19:00:00 , 19/01/2024 7:00:00 CH ,         656175.7, 28.3     ,                 28.5
  452, 20:00:00 , 19/01/2024 8:00:00 CH ,         656199.9, 24.2     ,                 24.8
  453, 21:00:00 , 19/01/2024 9:00:00 CH ,         656221.5, 21.6     ,                 21.5
  454, 22:00:00 , 19/01/2024 10:00:00 CH,         656241.4, 19.9     ,                 19.2
  455, 23:00:00 , 19/01/2024 11:00:00 CH,         656257.6, 16.3     ,                 16.5
  456, 00:00:00 , 20/01/2024 12:00:00 SA,         656267.2, 9.6      ,                  9.7
  457, 01:00:00 , 20/01/2024 1:00:00 SA ,         656272.7, 5.5      ,                  5.1
  458, 02:00:00 , 20/01/2024 2:00:00 SA ,         656277.8, 5.1      ,                  4.7
  459, 03:00:00 , 20/01/2024 3:00:00 SA ,         656282.4, 4.6      ,                  4.9
  460, 04:00:00 , 20/01/2024 4:00:00 SA ,         656286.9, 4.5      ,                  3.9
  461, 05:00:00 , 20/01/2024 5:00:00 SA ,         656293.8, 6.9      ,                  7.0
  462, 06:00:00 , 20/01/2024 6:00:00 SA ,         656303.3, 9.5      ,                  9.8
  463, 07:00:00 , 20/01/2024 7:00:00 SA ,         656322.7, 19.4     ,                 18.3
  464, 08:00:00 , 20/01/2024 8:00:00 SA ,         656345.8, 23.1     ,                 22.1
  465, 09:00:00 , 20/01/2024 9:00:00 SA ,         656369.5, 23.7     ,                 23.5
  466, 10:00:00 , 20/01/2024 10:00:00 SA,         656390.4, 20.9     ,                 21.2
  467, 11:00:00 , 20/01/2024 11:00:00 SA,         656412.3, 21.9     ,                 21.8
  468, 12:00:00 , 20/01/2024 12:00:00 CH,         656432.4, 20.1     ,                 20.7
  469, 13:00:00 , 20/01/2024 1:00:00 CH ,         656452.0, 19.6     ,                 20.9
  470, 14:00:00 , 20/01/2024 2:00:00 CH ,         656468.2, 16.2     ,                 17.0
  471, 15:00:00 , 20/01/2024 3:00:00 CH ,         656484.2, 16.0     ,                 15.9
  472, 16:00:00 , 20/01/2024 4:00:00 CH ,         656503.9, 19.7     ,                 19.6
  473, 17:00:00 , 20/01/2024 5:00:00 CH ,         656523.6, 19.8     ,                 19.7
  474, 18:00:00 , 20/01/2024 6:00:00 CH ,         656547.2, 23.6     ,                 21.8
  475, 19:00:00 , 20/01/2024 7:00:00 CH ,         656574.4, 27.2     ,                 28.7
  476, 20:00:00 , 20/01/2024 8:00:00 CH ,         656598.4, 24.0     ,                 23.2
  477, 21:00:00 , 20/01/2024 9:00:00 CH ,         656619.7, 21.3     ,                 20.8
  478, 22:00:00 , 20/01/2024 10:00:00 CH,         656637.9, 18.2     ,                 18.3
  479, 23:00:00 , 20/01/2024 11:00:00 CH,         656652.4, 14.5     ,                 14.8
  480, 00:00:00 , 21/01/2024 12:00:00 SA,         656662.5, 10.1     ,                 10.4
  481, 01:00:00 , 21/01/2024 1:00:00 SA ,         656669.3, 6.8      ,                  6.1
  482, 02:00:00 , 21/01/2024 2:00:00 SA ,         656674.2, 4.9      ,                  5.2
  483, 03:00:00 , 21/01/2024 3:00:00 SA ,         656678.4, 4.2      ,                  4.3
  484, 04:00:00 , 21/01/2024 4:00:00 SA ,         656683.0, 4.6      ,                  4.4
  485, 05:00:00 , 21/01/2024 5:00:00 SA ,         656688.8, 5.8      ,                  5.3
  486, 06:00:00 , 21/01/2024 6:00:00 SA ,         656698.1, 9.3      ,                  8.8
  487, 07:00:00 , 21/01/2024 7:00:00 SA ,         656713.8, 15.7     ,                 14.1
  488, 08:00:00 , 21/01/2024 8:00:00 SA ,         656735.0, 21.2     ,                 21.6
  489, 09:00:00 , 21/01/2024 9:00:00 SA ,         656755.9, 20.9     ,                 21.8
