STT,Thời gian,Ngày tháng,ÁP LỰC 1,TỔNG LƯU LƯỢNG 1,Tiêu thụ,LƯU LƯỢNG TỨC THỜI 1
1,1:00:00,01/01/2024 1:00:00 SA,,272431.4,0,3.2
2,2:00:00,01/01/2024 2:00:00 SA,,272434.4,3,3.1
3,3:00:00,01/01/2024 3:00:00 SA,,272437.3,2.9,2.9
4,4:00:00,01/01/2024 4:00:00 SA,,272439.6,2.3,2.2
5,5:00:00,01/01/2024 5:00:00 SA,,272442.2,2.6,2.5
6,6:00:00,01/01/2024 6:00:00 SA,,272445.5,3.3,3.1
7,7:00:00,01/01/2024 7:00:00 SA,,272452.1,6.6,6
8,8:00:00,01/01/2024 8:00:00 SA,,272462.8,10.7,10.4
9,9:00:00,01/01/2024 9:00:00 SA,,272474,11.2,10.4
10,10:00:00,01/01/2024 10:00:00 SA,,272484.6,10.6,10.9
11,11:00:00,01/01/2024 11:00:00 SA,,272495.9,11.3,10.4
12,12:00:00,01/01/2024 12:00:00 CH,,272507,11.1,11.7
13,13:00:00,01/01/2024 1:00:00 CH,,272514.7,7.7,7.9
14,14:00:00,01/01/2024 2:00:00 CH,,272523.5,8.8,8.4
15,15:00:00,01/01/2024 3:00:00 CH,,272531.7,8.2,7.9
16,16:00:00,01/01/2024 4:00:00 CH,,272540.5,8.8,7.9
17,17:00:00,01/01/2024 5:00:00 CH,,272552.4,11.9,11.9
18,18:00:00,01/01/2024 6:00:00 CH,,272566.9,14.5,15.2
19,19:00:00,01/01/2024 7:00:00 CH,,272581.2,14.3,13.6
20,20:00:00,01/01/2024 8:00:00 CH,,272594.7,13.5,13.9
21,21:00:00,01/01/2024 9:00:00 CH,,272607.8,13.1,13
22,22:00:00,01/01/2024 10:00:00 CH,,272618,10.2,10
23,23:00:00,01/01/2024 11:00:00 CH,,272625.6,7.6,8.3
72,0:00:00,04/01/2024 12:00:00 SA,,273014.5,4.3,4.1
73,1:00:00,04/01/2024 1:00:00 SA,,273017.4,2.9,3
74,2:00:00,04/01/2024 2:00:00 SA,,273020,2.6,2.8
75,3:00:00,04/01/2024 3:00:00 SA,,273022.4,2.4,2.4
76,4:00:00,04/01/2024 4:00:00 SA,,273024.7,2.3,2.1
77,5:00:00,04/01/2024 5:00:00 SA,,273027.8,3.1,2.9
78,6:00:00,04/01/2024 6:00:00 SA,,273033.9,6.1,5.5
79,7:00:00,04/01/2024 7:00:00 SA,,273044.8,10.9,10.4
80,8:00:00,04/01/2024 8:00:00 SA,,273054.6,9.8,9.9
81,9:00:00,04/01/2024 9:00:00 SA,,273063,8.4,8.2
82,10:00:00,04/01/2024 10:00:00 SA,,273070.4,7.4,7.4
83,11:00:00,04/01/2024 11:00:00 SA,,273078.3,7.9,7.7
84,12:00:00,04/01/2024 12:00:00 CH,,273086.9,8.6,8.8
85,13:00:00,04/01/2024 1:00:00 CH,,273094.4,7.5,7.4
86,14:00:00,04/01/2024 2:00:00 CH,,273102.6,8.2,8
87,15:00:00,04/01/2024 3:00:00 CH,,273112,9.4,9.4
88,16:00:00,04/01/2024 4:00:00 CH,,273119.7,7.7,8.2
89,17:00:00,04/01/2024 5:00:00 CH,,273127.5,7.8,7.9
90,18:00:00,04/01/2024 6:00:00 CH,,273139.2,11.7,11.1
91,19:00:00,04/01/2024 7:00:00 CH,,273154.6,15.4,15.9
92,20:00:00,04/01/2024 8:00:00 CH,,273169.2,14.6,14.2
93,21:00:00,04/01/2024 9:00:00 CH,,273181.2,12,12.1
94,22:00:00,04/01/2024 10:00:00 CH,,273191.4,10.2,10.6
95,23:00:00,04/01/2024 11:00:00 CH,,273199.2,7.8,8.1
96,0:00:00,05/01/2024 12:00:00 SA,,273203.4,4.2,4.2
97,1:00:00,05/01/2024 1:00:00 SA,,273206.3,2.9,2.9
98,2:00:00,05/01/2024 2:00:00 SA,,273208.7,2.4,2.4
99,3:00:00,05/01/2024 3:00:00 SA,,273211,2.3,2.2
100,4:00:00,05/01/2024 4:00:00 SA,,273213.1,2.1,2
101,5:00:00,05/01/2024 5:00:00 SA,,273215.7,2.6,2.4
102,6:00:00,05/01/2024 6:00:00 SA,,273220.5,4.8,4.7
103,7:00:00,05/01/2024 7:00:00 SA,,273232.4,11.9,12.1
104,8:00:00,05/01/2024 8:00:00 SA,,273242.5,10.1,10.2
105,9:00:00,05/01/2024 9:00:00 SA,,273252.5,10,10
106,10:00:00,05/01/2024 10:00:00 SA,,273259.6,7.1,6.8
107,11:00:00,05/01/2024 11:00:00 SA,,273268.5,8.9,9.2
108,12:00:00,05/01/2024 12:00:00 CH,,273277,8.5,8.4
109,13:00:00,05/01/2024 1:00:00 CH,,273284,7,6.8
110,14:00:00,05/01/2024 2:00:00 CH,,273292.4,8.4,8.7
111,15:00:00,05/01/2024 3:00:00 CH,,273300.2,7.8,8.2
112,16:00:00,05/01/2024 4:00:00 CH,,273309.3,9.1,9.1
113,17:00:00,05/01/2024 5:00:00 CH,,273316.3,7,6.3
114,18:00:00,05/01/2024 6:00:00 CH,,273328.5,12.2,12
115,19:00:00,05/01/2024 7:00:00 CH,,273343.8,15.3,14.8
116,20:00:00,05/01/2024 8:00:00 CH,,273356.8,13,13.4
117,21:00:00,05/01/2024 9:00:00 CH,,273368.8,12,12.3
118,22:00:00,05/01/2024 10:00:00 CH,,273380.3,11.5,11.4
119,23:00:00,05/01/2024 11:00:00 CH,,273389.7,9.4,9.8
120,0:00:00,06/01/2024 12:00:00 SA,,273394.9,5.2,5.3
121,1:00:00,06/01/2024 1:00:00 SA,,273397.9,3,3
122,2:00:00,06/01/2024 2:00:00 SA,,273400.2,2.3,2
123,3:00:00,06/01/2024 3:00:00 SA,,273402.4,2.2,2.3
124,4:00:00,06/01/2024 4:00:00 SA,,273404.5,2.1,2.2
125,5:00:00,06/01/2024 5:00:00 SA,,273407.3,2.8,2.7
126,6:00:00,06/01/2024 6:00:00 SA,,273411.7,4.4,4
127,7:00:00,06/01/2024 7:00:00 SA,,273421.4,9.7,9.4
128,8:00:00,06/01/2024 8:00:00 SA,,273432.9,11.5,11.6
129,9:00:00,06/01/2024 9:00:00 SA,,273444.3,11.4,11.4
130,10:00:00,06/01/2024 10:00:00 SA,,273454.2,9.9,10
131,11:00:00,06/01/2024 11:00:00 SA,,273464.3,10.1,10.2
132,12:00:00,06/01/2024 12:00:00 CH,,273473.4,9.1,9.5
133,13:00:00,06/01/2024 1:00:00 CH,,273482.7,9.3,9.8
134,14:00:00,06/01/2024 2:00:00 CH,,273490.9,8.2,7.8
135,15:00:00,06/01/2024 3:00:00 CH,,273500.4,9.5,9.5
136,16:00:00,06/01/2024 4:00:00 CH,,273509.2,8.8,8.3
137,17:00:00,06/01/2024 5:00:00 CH,,273518.7,9.5,8.7
138,18:00:00,06/01/2024 6:00:00 CH,,273532.5,13.8,13.7
139,19:00:00,06/01/2024 7:00:00 CH,,273548,15.5,15.5
140,20:00:00,06/01/2024 8:00:00 CH,,273560.1,12.1,11.8
141,21:00:00,06/01/2024 9:00:00 CH,,273570.3,10.2,10
142,22:00:00,06/01/2024 10:00:00 CH,,273579.9,9.6,10.1
143,23:00:00,06/01/2024 11:00:00 CH,,273587.8,7.9,8
144,0:00:00,07/01/2024 12:00:00 SA,,273592.3,4.5,4.4
145,1:00:00,07/01/2024 1:00:00 SA,,273595.3,3,3.2
146,2:00:00,07/01/2024 2:00:00 SA,,273597.9,2.6,2.5
147,3:00:00,07/01/2024 3:00:00 SA,,273600.2,2.3,2.2
148,4:00:00,07/01/2024 4:00:00 SA,,273602.4,2.2,2.1
149,5:00:00,07/01/2024 5:00:00 SA,,273605,2.6,2.6
150,6:00:00,07/01/2024 6:00:00 SA,,273609.1,4.1,3.7
151,7:00:00,07/01/2024 7:00:00 SA,,273616,6.9,6
152,8:00:00,07/01/2024 8:00:00 SA,,273630.1,14.1,13.5
153,9:00:00,07/01/2024 9:00:00 SA,,273646.4,16.3,16
154,10:00:00,07/01/2024 10:00:00 SA,,273660.4,14,13.7
155,11:00:00,07/01/2024 11:00:00 SA,,273671.4,11,10.6
156,12:00:00,07/01/2024 12:00:00 CH,,273681.9,10.5,10.6
157,13:00:00,07/01/2024 1:00:00 CH,,273691,9.1,9
158,14:00:00,07/01/2024 2:00:00 CH,,273698.1,7.1,7.4
159,15:00:00,07/01/2024 3:00:00 CH,,273706,7.9,7.9
160,16:00:00,07/01/2024 4:00:00 CH,,273714.9,8.9,8.8
161,17:00:00,07/01/2024 5:00:00 CH,,273726.7,11.8,12.3
162,18:00:00,07/01/2024 6:00:00 CH,,273742.6,15.9,15.8
163,19:00:00,07/01/2024 7:00:00 CH,,273758.5,15.9,16.2
164,20:00:00,07/01/2024 8:00:00 CH,,273772.2,13.7,14
165,21:00:00,07/01/2024 9:00:00 CH,,273783.2,11,10.9
166,22:00:00,07/01/2024 10:00:00 CH,,273793.2,10,10.6
167,23:00:00,07/01/2024 11:00:00 CH,,273801,7.8,8.1
168,0:00:00,08/01/2024 12:00:00 SA,,273805,4,4
169,1:00:00,08/01/2024 1:00:00 SA,,273807.9,2.9,3
170,2:00:00,08/01/2024 2:00:00 SA,,273810.5,2.6,2.6
171,3:00:00,08/01/2024 3:00:00 SA,,273812.9,2.4,2.6
172,4:00:00,08/01/2024 4:00:00 SA,,273815.4,2.5,2.6
173,5:00:00,08/01/2024 5:00:00 SA,,273818.1,2.7,2.6
174,6:00:00,08/01/2024 6:00:00 SA,,273823.6,5.5,5.5
175,7:00:00,08/01/2024 7:00:00 SA,,273834.1,10.5,10.3
176,8:00:00,08/01/2024 8:00:00 SA,,273844.4,10.3,9.9
177,9:00:00,08/01/2024 9:00:00 SA,,273857.5,13.1,13.1
178,10:00:00,08/01/2024 10:00:00 SA,,273866.1,8.6,8.6
179,11:00:00,08/01/2024 11:00:00 SA,,273873.7,7.6,7.5
180,12:00:00,08/01/2024 12:00:00 CH,,273881.3,7.6,7.4
181,13:00:00,08/01/2024 1:00:00 CH,,273888.3,7,7.5
182,14:00:00,08/01/2024 2:00:00 CH,,273894.8,6.5,6.2
183,15:00:00,08/01/2024 3:00:00 CH,,273903.3,8.5,8.8
184,16:00:00,08/01/2024 4:00:00 CH,,273910.1,6.8,6.6
185,17:00:00,08/01/2024 5:00:00 CH,,273920.2,10.1,10.3
186,18:00:00,08/01/2024 6:00:00 CH,,273933.7,13.5,13
187,19:00:00,08/01/2024 7:00:00 CH,,273950,16.3,16.4
188,20:00:00,08/01/2024 8:00:00 CH,,273963.7,13.7,13.4
189,21:00:00,08/01/2024 9:00:00 CH,,273974.5,10.8,10.7
190,22:00:00,08/01/2024 10:00:00 CH,,273984.2,9.7,9.4
191,23:00:00,08/01/2024 11:00:00 CH,,273992.7,8.5,9.1
192,0:00:00,09/01/2024 12:00:00 SA,,273997.5,4.8,4.9
193,1:00:00,09/01/2024 1:00:00 SA,,274000.2,2.7,2.3
194,2:00:00,09/01/2024 2:00:00 SA,,274002.4,2.2,2.3
195,3:00:00,09/01/2024 3:00:00 SA,,274004.5,2.1,2.2
196,4:00:00,09/01/2024 4:00:00 SA,,274006.6,2.1,2
197,5:00:00,09/01/2024 5:00:00 SA,,274009.4,2.8,3
198,6:00:00,09/01/2024 6:00:00 SA,,274014.9,5.5,5.2
199,7:00:00,09/01/2024 7:00:00 SA,,274026.8,11.9,12.1
200,8:00:00,09/01/2024 8:00:00 SA,,274037.2,10.4,10.4
201,9:00:00,09/01/2024 9:00:00 SA,,274047.8,10.6,10.4
202,10:00:00,09/01/2024 10:00:00 SA,,274056.3,8.5,8.7
203,11:00:00,09/01/2024 11:00:00 SA,,274063.8,7.5,7.2
204,12:00:00,09/01/2024 12:00:00 CH,,274071.9,8.1,7.8
205,13:00:00,09/01/2024 1:00:00 CH,,274078.8,6.9,6.4
206,14:00:00,09/01/2024 2:00:00 CH,,274084.6,5.8,6.1
207,15:00:00,09/01/2024 3:00:00 CH,,274089.8,5.2,4.7
208,16:00:00,09/01/2024 4:00:00 CH,,274098.6,8.8,8.7
209,17:00:00,09/01/2024 5:00:00 CH,,274106.4,7.8,8.6
210,18:00:00,09/01/2024 6:00:00 CH,,274119,12.6,13.1
211,19:00:00,09/01/2024 7:00:00 CH,,274135,16,14.8
212,20:00:00,09/01/2024 8:00:00 CH,,274148.7,13.7,13.7
213,21:00:00,09/01/2024 9:00:00 CH,,274162.1,13.4,12.5
214,22:00:00,09/01/2024 10:00:00 CH,,274173.3,11.2,11.2
215,23:00:00,09/01/2024 11:00:00 CH,,274184.5,11.2,11.3
216,0:00:00,10/01/2024 12:00:00 SA,,274190.4,5.9,5.9
217,1:00:00,10/01/2024 1:00:00 SA,,274195.5,5.1,5.4
218,2:00:00,10/01/2024 2:00:00 SA,,274199.7,4.2,3.9
219,3:00:00,10/01/2024 3:00:00 SA,,274204,4.3,4.4
220,4:00:00,10/01/2024 4:00:00 SA,,274207.6,3.6,3.6
221,5:00:00,10/01/2024 5:00:00 SA,,274211,3.4,3.4
222,6:00:00,10/01/2024 6:00:00 SA,,274216.6,5.6,5.5
223,7:00:00,10/01/2024 7:00:00 SA,,274227.6,11,10.5
224,8:00:00,10/01/2024 8:00:00 SA,,274237.4,9.8,9.1
225,9:00:00,10/01/2024 9:00:00 SA,,274248,10.6,11.2
226,10:00:00,10/01/2024 10:00:00 SA,,274255.1,7.1,7.1
227,11:00:00,10/01/2024 11:00:00 SA,,274262.2,7.1,6.1
228,12:00:00,10/01/2024 12:00:00 CH,,274270.7,8.5,8.4
229,13:00:00,10/01/2024 1:00:00 CH,,274277.3,6.6,6.7
230,14:00:00,10/01/2024 2:00:00 CH,,274283,5.7,5.6
231,15:00:00,10/01/2024 3:00:00 CH,,274290.3,7.3,7.2
232,16:00:00,10/01/2024 4:00:00 CH,,274295.8,5.5,5.2
233,17:00:00,10/01/2024 5:00:00 CH,,274302.7,6.9,6.7
234,18:00:00,10/01/2024 6:00:00 CH,,274315.2,12.5,11.5
235,19:00:00,10/01/2024 7:00:00 CH,,274329.7,14.5,13.9
236,20:00:00,10/01/2024 8:00:00 CH,,274341.5,11.8,12
237,21:00:00,10/01/2024 9:00:00 CH,,274352.3,10.8,10.6
238,22:00:00,10/01/2024 10:00:00 CH,,274361.7,9.4,9.7
239,23:00:00,10/01/2024 11:00:00 CH,,274369.8,8.1,8.4
240,0:00:00,11/01/2024 12:00:00 SA,,274374.7,4.9,5.2
241,1:00:00,11/01/2024 1:00:00 SA,,274377.8,3.1,2.7
242,2:00:00,11/01/2024 2:00:00 SA,,274380.6,2.8,2.9
243,3:00:00,11/01/2024 3:00:00 SA,,274383.6,3,3.1
244,4:00:00,11/01/2024 4:00:00 SA,,274386,2.4,2.2
245,5:00:00,11/01/2024 5:00:00 SA,,274388.7,2.7,2.5
246,6:00:00,11/01/2024 6:00:00 SA,,274393.8,5.1,4.7
247,7:00:00,11/01/2024 7:00:00 SA,,274403.9,10.1,9
248,8:00:00,11/01/2024 8:00:00 SA,,274412,8.1,7.9
249,9:00:00,11/01/2024 9:00:00 SA,,274423.1,11.1,11.1
250,10:00:00,11/01/2024 10:00:00 SA,,274431.7,8.6,9.2
251,11:00:00,11/01/2024 11:00:00 SA,,274439.1,7.4,7.8
252,12:00:00,11/01/2024 12:00:00 CH,,274446.3,7.2,7.7
253,13:00:00,11/01/2024 1:00:00 CH,,274451.7,5.4,5.5
254,14:00:00,11/01/2024 2:00:00 CH,,274456.2,4.5,4.7
255,15:00:00,11/01/2024 3:00:00 CH,,274460.4,4.2,3.7
256,16:00:00,11/01/2024 4:00:00 CH,,274465.2,4.8,4.4
257,17:00:00,11/01/2024 5:00:00 CH,,274471.3,6.1,5.6
258,18:00:00,11/01/2024 6:00:00 CH,,274482.8,11.5,10.6
259,19:00:00,11/01/2024 7:00:00 CH,,274496.7,13.9,14.3
260,20:00:00,11/01/2024 8:00:00 CH,,274507.6,10.9,11.3
261,21:00:00,11/01/2024 9:00:00 CH,,274518.2,10.6,10.6
262,22:00:00,11/01/2024 10:00:00 CH,,274527.2,9,9
263,23:00:00,11/01/2024 11:00:00 CH,,274535.6,8.4,9.1
264,0:00:00,12/01/2024 12:00:00 SA,,274538.8,3.2,3.1
265,1:00:00,12/01/2024 1:00:00 SA,,274540.4,1.6,1.5
266,2:00:00,12/01/2024 2:00:00 SA,,274541.8,1.4,1.3
267,3:00:00,12/01/2024 3:00:00 SA,,274544.1,2.3,2.3
268,4:00:00,12/01/2024 4:00:00 SA,,274545.3,1.2,1.4
269,5:00:00,12/01/2024 5:00:00 SA,,274547.1,1.8,1.8
270,6:00:00,12/01/2024 6:00:00 SA,,274551.2,4.1,4
271,7:00:00,12/01/2024 7:00:00 SA,,274560.8,9.6,9
272,8:00:00,12/01/2024 8:00:00 SA,,274569.4,8.6,8.3
273,9:00:00,12/01/2024 9:00:00 SA,,274579.5,10.1,10.5
274,10:00:00,12/01/2024 10:00:00 SA,,274585.4,5.9,6
275,11:00:00,12/01/2024 11:00:00 SA,,274592.6,7.2,6.7
276,12:00:00,12/01/2024 12:00:00 CH,,274600.5,7.9,7.2
277,13:00:00,12/01/2024 1:00:00 CH,,274611.3,10.8,10.7
278,14:00:00,12/01/2024 2:00:00 CH,,274617.3,6,5.1
279,15:00:00,12/01/2024 3:00:00 CH,,274624.8,7.5,7.3
280,16:00:00,12/01/2024 4:00:00 CH,,274632.7,7.9,7.7
281,17:00:00,12/01/2024 5:00:00 CH,,274641.6,8.9,8.8
282,18:00:00,12/01/2024 6:00:00 CH,,274652.2,10.6,9.8
283,19:00:00,12/01/2024 7:00:00 CH,,274665.5,13.3,13.6
284,20:00:00,12/01/2024 8:00:00 CH,,274678.3,12.8,12.7
285,21:00:00,12/01/2024 9:00:00 CH,,274687.6,9.3,9.3
286,22:00:00,12/01/2024 10:00:00 CH,,274696.5,8.9,8.8
287,23:00:00,12/01/2024 11:00:00 CH,,274703.7,7.2,7.6
288,0:00:00,13/01/2024 12:00:00 SA,,274708.5,4.8,4.4
289,1:00:00,13/01/2024 1:00:00 SA,,274711.8,3.3,2.9
290,2:00:00,13/01/2024 2:00:00 SA,,274714.5,2.7,2.6
291,3:00:00,13/01/2024 3:00:00 SA,,274717.1,2.6,2.5
292,4:00:00,13/01/2024 4:00:00 SA,,274719.6,2.5,2.5
293,5:00:00,13/01/2024 5:00:00 SA,,274722.4,2.8,2.8
294,6:00:00,13/01/2024 6:00:00 SA,,274725.9,3.5,3.1
295,7:00:00,13/01/2024 7:00:00 SA,,274734.2,8.3,8.8
296,8:00:00,13/01/2024 8:00:00 SA,,274744.5,10.3,10.1
297,9:00:00,13/01/2024 9:00:00 SA,,274755.7,11.2,11.1
298,10:00:00,13/01/2024 10:00:00 SA,,274763.9,8.2,6.9
299,11:00:00,13/01/2024 11:00:00 SA,,274772.6,8.7,9.2
300,12:00:00,13/01/2024 12:00:00 CH,,274779.8,7.2,7.5
301,13:00:00,13/01/2024 1:00:00 CH,,274786.6,6.8,6.8
302,14:00:00,13/01/2024 2:00:00 CH,,274792.8,6.2,6.4
303,15:00:00,13/01/2024 3:00:00 CH,,274798.4,5.6,5.3
304,16:00:00,13/01/2024 4:00:00 CH,,274805.4,7,6.9
305,17:00:00,13/01/2024 5:00:00 CH,,274813.5,8.1,8.1
306,18:00:00,13/01/2024 6:00:00 CH,,274825.3,11.8,11.6
307,19:00:00,13/01/2024 7:00:00 CH,,274836.3,11,10.7
308,20:00:00,13/01/2024 8:00:00 CH,,274845.2,8.9,8.9
309,21:00:00,13/01/2024 9:00:00 CH,,274853.2,8,8.5
310,22:00:00,13/01/2024 10:00:00 CH,,274859.5,6.3,6.1
311,23:00:00,13/01/2024 11:00:00 CH,,274865.9,6.4,6.6
312,0:00:00,14/01/2024 12:00:00 SA,,274870,4.1,4.2
313,1:00:00,14/01/2024 1:00:00 SA,,274872.1,2.1,2.2
314,2:00:00,14/01/2024 2:00:00 SA,,274873.7,1.6,1.6
315,3:00:00,14/01/2024 3:00:00 SA,,274875.2,1.5,1.4
316,4:00:00,14/01/2024 4:00:00 SA,,274876.4,1.2,1.2
317,5:00:00,14/01/2024 5:00:00 SA,,274877.9,1.5,1.5
318,6:00:00,14/01/2024 6:00:00 SA,,274880,2.1,1.8
319,7:00:00,14/01/2024 7:00:00 SA,,274885.2,5.2,4.8
320,8:00:00,14/01/2024 8:00:00 SA,,274896.4,11.2,11.3
321,9:00:00,14/01/2024 9:00:00 SA,,274909.9,13.5,13.5
322,10:00:00,14/01/2024 10:00:00 SA,,274919.7,9.8,10.3
323,11:00:00,14/01/2024 11:00:00 SA,,274928.9,9.2,9.5
324,12:00:00,14/01/2024 12:00:00 CH,,274937.2,8.3,8
325,13:00:00,14/01/2024 1:00:00 CH,,274944.7,7.5,7.6
326,14:00:00,14/01/2024 2:00:00 CH,,274950.4,5.7,5.7
327,15:00:00,14/01/2024 3:00:00 CH,,274957,6.6,6.6
328,16:00:00,14/01/2024 4:00:00 CH,,274966.3,9.3,8.8
329,17:00:00,14/01/2024 5:00:00 CH,,274975.3,9,8.5
330,18:00:00,14/01/2024 6:00:00 CH,,274986.6,11.3,10.8
331,19:00:00,14/01/2024 7:00:00 CH,,275000.3,13.7,14.2
332,20:00:00,14/01/2024 8:00:00 CH,,275011.8,11.5,11.1
333,21:00:00,14/01/2024 9:00:00 CH,,275021.8,10,10.1
334,22:00:00,14/01/2024 10:00:00 CH,,275030.3,8.5,7.9
335,23:00:00,14/01/2024 11:00:00 CH,,275037,6.7,6.3
336,0:00:00,15/01/2024 12:00:00 SA,,275042.2,5.2,4.9
337,1:00:00,15/01/2024 1:00:00 SA,,275045.6,3.4,3.2
338,2:00:00,15/01/2024 2:00:00 SA,,275048.1,2.5,2.5
339,3:00:00,15/01/2024 3:00:00 SA,,275049.8,1.7,1.9
340,4:00:00,15/01/2024 4:00:00 SA,,275050.9,1.1,1.1
341,5:00:00,15/01/2024 5:00:00 SA,,275052.5,1.6,1.6
342,6:00:00,15/01/2024 6:00:00 SA,,275056.9,4.4,3.8
343,7:00:00,15/01/2024 7:00:00 SA,,275066.6,9.7,9.6
344,8:00:00,15/01/2024 8:00:00 SA,,275076.6,10,9.6
345,9:00:00,15/01/2024 9:00:00 SA,,275085.3,8.7,8.6
346,10:00:00,15/01/2024 10:00:00 SA,,275093.8,8.5,8.5
347,11:00:00,15/01/2024 11:00:00 SA,,275103.6,9.8,10.1
348,12:00:00,15/01/2024 12:00:00 CH,,275113.1,9.5,9.6
349,13:00:00,15/01/2024 1:00:00 CH,,275121.1,8,7.7
350,14:00:00,15/01/2024 2:00:00 CH,,275126.6,5.5,5.6
351,15:00:00,15/01/2024 3:00:00 CH,,275133.5,6.9,6.7
352,16:00:00,15/01/2024 4:00:00 CH,,275138.9,5.4,5
353,17:00:00,15/01/2024 5:00:00 CH,,275144.8,5.9,6.1
354,18:00:00,15/01/2024 6:00:00 CH,,275153.9,9.1,8.8
355,19:00:00,15/01/2024 7:00:00 CH,,275169.5,15.6,15.3
356,20:00:00,15/01/2024 8:00:00 CH,,275181.5,12,11.4
357,21:00:00,15/01/2024 9:00:00 CH,,275191.5,10,10.4
358,22:00:00,15/01/2024 10:00:00 CH,,275200.8,9.3,9
359,23:00:00,15/01/2024 11:00:00 CH,,275209,8.2,8.8
360,0:00:00,16/01/2024 12:00:00 SA,,275213,4,4.4
361,1:00:00,16/01/2024 1:00:00 SA,,275214.9,1.9,1.8
362,2:00:00,16/01/2024 2:00:00 SA,,275216.3,1.4,1.2
363,3:00:00,16/01/2024 3:00:00 SA,,275217.6,1.3,1.1
364,4:00:00,16/01/2024 4:00:00 SA,,275218.7,1.1,1.3
365,5:00:00,16/01/2024 5:00:00 SA,,275220.4,1.7,1.7
366,6:00:00,16/01/2024 6:00:00 SA,,275224.4,4,3.5
367,7:00:00,16/01/2024 7:00:00 SA,,275233.4,9,8.9
368,8:00:00,16/01/2024 8:00:00 SA,,275241.7,8.3,8
369,9:00:00,16/01/2024 9:00:00 SA,,275252.4,10.7,10.3
370,10:00:00,16/01/2024 10:00:00 SA,,275262,9.6,9.8
371,11:00:00,16/01/2024 11:00:00 SA,,275269.1,7.1,7.5
372,12:00:00,16/01/2024 12:00:00 CH,,275276.8,7.7,7.4
373,13:00:00,16/01/2024 1:00:00 CH,,275282.8,6,5.7
374,14:00:00,16/01/2024 2:00:00 CH,,275288.1,5.3,5.2
375,15:00:00,16/01/2024 3:00:00 CH,,275294.1,6,5.9
376,16:00:00,16/01/2024 4:00:00 CH,,275301.7,7.6,7.4
377,17:00:00,16/01/2024 5:00:00 CH,,275308.8,7.1,6.6
378,18:00:00,16/01/2024 6:00:00 CH,,275320.3,11.5,11
379,19:00:00,16/01/2024 7:00:00 CH,,275335.2,14.9,14.8
380,20:00:00,16/01/2024 8:00:00 CH,,275347.3,12.1,12
381,21:00:00,16/01/2024 9:00:00 CH,,275358.7,11.4,11
382,22:00:00,16/01/2024 10:00:00 CH,,275369.2,10.5,10.2
383,23:00:00,16/01/2024 11:00:00 CH,,275376.2,7,6.9
384,0:00:00,17/01/2024 12:00:00 SA,,275380,3.8,3.9
385,1:00:00,17/01/2024 1:00:00 SA,,275382,2,2.2
386,2:00:00,17/01/2024 2:00:00 SA,,275383.5,1.5,1.6
387,3:00:00,17/01/2024 3:00:00 SA,,275385.3,1.8,1.7
388,4:00:00,17/01/2024 4:00:00 SA,,275386.8,1.5,1.4
389,5:00:00,17/01/2024 5:00:00 SA,,275388.5,1.7,1.6
390,6:00:00,17/01/2024 6:00:00 SA,,275392.8,4.3,3.6
391,7:00:00,17/01/2024 7:00:00 SA,,275405,12.2,11.7
392,8:00:00,17/01/2024 8:00:00 SA,,275413.7,8.7,8.6
393,9:00:00,17/01/2024 9:00:00 SA,,275423.5,9.8,10
394,10:00:00,17/01/2024 10:00:00 SA,,275430.5,7,6.7
395,11:00:00,17/01/2024 11:00:00 SA,,275437.1,6.6,6.3
396,12:00:00,17/01/2024 12:00:00 CH,,275444,6.9,6.5
397,13:00:00,17/01/2024 1:00:00 CH,,275450,6,6.1
398,14:00:00,17/01/2024 2:00:00 CH,,275458.4,8.4,7.9
399,15:00:00,17/01/2024 3:00:00 CH,,275466.3,7.9,8.6
400,16:00:00,17/01/2024 4:00:00 CH,,275472.5,6.2,6.3
401,17:00:00,17/01/2024 5:00:00 CH,,275480.8,8.3,7.9
402,18:00:00,17/01/2024 6:00:00 CH,,275492,11.2,10.6
403,19:00:00,17/01/2024 7:00:00 CH,,275506.7,14.7,14
404,20:00:00,17/01/2024 8:00:00 CH,,275519.7,13,12.2
405,21:00:00,17/01/2024 9:00:00 CH,,275530.9,11.2,10.9
406,22:00:00,17/01/2024 10:00:00 CH,,275541.1,10.2,9.3
407,23:00:00,17/01/2024 11:00:00 CH,,275548,6.9,7.2
408,0:00:00,18/01/2024 12:00:00 SA,,275551.6,3.6,3.4
409,1:00:00,18/01/2024 1:00:00 SA,,275553.5,1.9,1.9
410,2:00:00,18/01/2024 2:00:00 SA,,275554.9,1.4,1.2
411,3:00:00,18/01/2024 3:00:00 SA,,275556.2,1.3,1.3
412,4:00:00,18/01/2024 4:00:00 SA,,275557.4,1.2,1.3
413,5:00:00,18/01/2024 5:00:00 SA,,275559.2,1.8,1.8
414,6:00:00,18/01/2024 6:00:00 SA,,275563.2,4,3.5
415,7:00:00,18/01/2024 7:00:00 SA,,275572.9,9.7,9.3
416,8:00:00,18/01/2024 8:00:00 SA,,275581.6,8.7,8.7
417,9:00:00,18/01/2024 9:00:00 SA,,275589.2,7.6,6.6
418,10:00:00,18/01/2024 10:00:00 SA,,275595.9,6.7,7.1
419,11:00:00,18/01/2024 11:00:00 SA,,275602.9,7,6.9
420,12:00:00,18/01/2024 12:00:00 CH,,275610.1,7.2,7.1
