STT,Thời gian,Ngày tháng,ÁP LỰC 1,TỔNG LƯU LƯỢNG 1,Tiêu thụ,LƯU LƯỢNG TỨC THỜI 1
101,05:00:00,05/01/2024 5:00:00 SA,2.9,697650.4,6.7,6.3
102,06:00:00,05/01/2024 6:00:00 SA,3.2,697663.4,13.0,11.9
103,07:00:00,05/01/2024 7:00:00 SA,3.6,697690.5,27.1,27.0
104,08:00:00,05/01/2024 8:00:00 SA,3.4,697716.5,26.0,26.1
105,09:00:00,05/01/2024 9:00:00 SA,3.4,697739.1,22.6,23.3
106,10:00:00,05/01/2024 10:00:00 SA,3.5,697759.1,20.0,20.2
107,11:00:00,05/01/2024 11:00:00 SA,3.5,697780.5,21.4,21.6
108,12:00:00,05/01/2024 12:00:00 CH,2.9,697802.4,21.9,22.4
109,13:00:00,05/01/2024 1:00:00 CH,3.2,697821.4,19.0,18.7
110,14:00:00,05/01/2024 2:00:00 CH,3.2,697835.5,14.1,13.9
111,15:00:00,05/01/2024 3:00:00 CH,3.2,697850.3,14.8,14.7
112,16:00:00,05/01/2024 4:00:00 CH,3.1,697866.3,16.0,16.2
113,17:00:00,05/01/2024 5:00:00 CH,3.4,697886.0,19.7,20.1
114,18:00:00,05/01/2024 6:00:00 CH,3.2,697916.5,30.5,29.1
115,19:00:00,05/01/2024 7:00:00 CH,3.4,697954.5,38.0,38.1
116,20:00:00,05/01/2024 8:00:00 CH,3.5,697986.6,32.1,31.9
117,21:00:00,05/01/2024 9:00:00 CH,3.5,698014.9,28.3,28.8
118,22:00:00,05/01/2024 10:00:00 CH,3.2,698035.8,20.9,21.2
119,23:00:00,05/01/2024 11:00:00 CH,3.0,698050.5,14.7,15.8
120,00:00:00,06/01/2024 12:00:00 SA,3.1,698060.2,9.7,9.1
121,01:00:00,06/01/2024 1:00:00 SA,2.9,698066.3,6.1,6.3
122,02:00:00,06/01/2024 2:00:00 SA,2.6,698071.3,5.0,5.5
123,03:00:00,06/01/2024 3:00:00 SA,2.8,698076.9,5.6,5.6
124,04:00:00,06/01/2024 4:00:00 SA,2.8,698082.3,5.4,5.2
125,05:00:00,06/01/2024 5:00:00 SA,2.8,698089.2,6.9,7.2
126,06:00:00,06/01/2024 6:00:00 SA,2.9,698101.4,12.2,11.3
127,07:00:00,06/01/2024 7:00:00 SA,3.5,698126.9,25.5,24.8
128,08:00:00,06/01/2024 8:00:00 SA,3.6,698151.2,24.3,25.7
129,09:00:00,06/01/2024 9:00:00 SA,3.6,698173.4,22.2,22.5
130,10:00:00,06/01/2024 10:00:00 SA,3.6,698195.7,22.3,24.1
131,11:00:00,06/01/2024 11:00:00 SA,3.6,698218.0,22.3,21.6
132,12:00:00,06/01/2024 12:00:00 CH,3.6,698240.4,22.4,20.9
133,13:00:00,06/01/2024 1:00:00 CH,3.5,698260.8,20.4,20.6
134,14:00:00,06/01/2024 2:00:00 CH,3.2,698274.7,13.9,14.2
135,15:00:00,06/01/2024 3:00:00 CH,3.1,698289.0,14.3,14.2
136,16:00:00,06/01/2024 4:00:00 CH,3.3,698304.6,15.6,15.1
137,17:00:00,06/01/2024 5:00:00 CH,3.4,698324.8,20.2,19.4
138,18:00:00,06/01/2024 6:00:00 CH,3.3,698357.1,32.3,31.9
139,19:00:00,06/01/2024 7:00:00 CH,3.4,698394.3,37.2,37.0
140,20:00:00,06/01/2024 8:00:00 CH,3.5,698425.2,30.9,31.3
141,21:00:00,06/01/2024 9:00:00 CH,3.3,698448.2,23.0,24.0
142,22:00:00,06/01/2024 10:00:00 CH,2.9,698469.3,21.1,19.8
143,23:00:00,06/01/2024 11:00:00 CH,3.1,698484.1,14.8,15.6
144,00:00:00,07/01/2024 12:00:00 SA,3.1,698493.7,9.6,9.6
145,01:00:00,07/01/2024 1:00:00 SA,3.0,698500.1,6.4,6.8
146,02:00:00,07/01/2024 2:00:00 SA,2.8,698505.7,5.6,5.9
147,03:00:00,07/01/2024 3:00:00 SA,2.7,698511.0,5.3,4.9
148,04:00:00,07/01/2024 4:00:00 SA,2.8,698516.3,5.3,5.3
149,05:00:00,07/01/2024 5:00:00 SA,2.8,698522.8,6.5,6.6
150,06:00:00,07/01/2024 6:00:00 SA,3.0,698533.3,10.5,9.8
151,07:00:00,07/01/2024 7:00:00 SA,3.5,698556.2,22.9,21.8
152,08:00:00,07/01/2024 8:00:00 SA,3.4,698585.3,29.1,27.7
153,09:00:00,07/01/2024 9:00:00 SA,3.4,698617.3,32.0,31.6
154,10:00:00,07/01/2024 10:00:00 SA,3.5,698647.3,30.0,30.5
155,11:00:00,07/01/2024 11:00:00 SA,3.6,698673.3,26.0,26.8
156,12:00:00,07/01/2024 12:00:00 CH,3.4,698699.2,25.9,26.9
157,13:00:00,07/01/2024 1:00:00 CH,3.2,698720.8,21.6,22.2
158,14:00:00,07/01/2024 2:00:00 CH,3.2,698737.3,16.5,16.6
159,15:00:00,07/01/2024 3:00:00 CH,3.4,698754.7,17.4,17.4
160,16:00:00,07/01/2024 4:00:00 CH,3.5,698773.9,19.2,20.0
161,17:00:00,07/01/2024 5:00:00 CH,3.5,698802.9,29.0,28.9
162,18:00:00,07/01/2024 6:00:00 CH,3.4,698842.7,39.8,40.0
163,19:00:00,07/01/2024 7:00:00 CH,3.5,698881.1,38.4,38.7
164,20:00:00,07/01/2024 8:00:00 CH,3.6,698910.4,29.3,30.9
165,21:00:00,07/01/2024 9:00:00 CH,3.6,698932.5,22.1,22.2
166,22:00:00,07/01/2024 10:00:00 CH,2.9,698950.6,18.1,17.7
167,23:00:00,07/01/2024 11:00:00 CH,3.0,698964.8,14.2,13.2
168,00:00:00,08/01/2024 12:00:00 SA,2.7,698973.3,8.5,8.0
169,01:00:00,08/01/2024 1:00:00 SA,2.9,698979.2,5.9,6.0
170,02:00:00,08/01/2024 2:00:00 SA,2.9,698984.5,5.3,5.5
171,03:00:00,08/01/2024 3:00:00 SA,2.9,698989.7,5.2,5.3
172,04:00:00,08/01/2024 4:00:00 SA,2.9,698995.0,5.3,4.8
173,05:00:00,08/01/2024 5:00:00 SA,2.3,699002.7,7.7,7.6
174,06:00:00,08/01/2024 6:00:00 SA,3.2,699016.2,13.5,13.5
175,07:00:00,08/01/2024 7:00:00 SA,3.6,699045.5,29.3,28.9
176,08:00:00,08/01/2024 8:00:00 SA,3.5,699068.8,23.3,23.2
177,09:00:00,08/01/2024 9:00:00 SA,3.4,699092.2,23.4,23.3
178,10:00:00,08/01/2024 10:00:00 SA,3.4,699111.5,19.3,19.2
179,11:00:00,08/01/2024 11:00:00 SA,3.5,699131.5,20.0,19.3
180,12:00:00,08/01/2024 12:00:00 CH,3.4,699151.3,19.8,19.1
181,13:00:00,08/01/2024 1:00:00 CH,3.1,699169.6,18.3,18.9
182,14:00:00,08/01/2024 2:00:00 CH,3.3,699184.7,15.1,14.7
183,15:00:00,08/01/2024 3:00:00 CH,3.2,699197.9,13.2,13.4
184,16:00:00,08/01/2024 4:00:00 CH,3.4,699213.8,15.9,16.1
185,17:00:00,08/01/2024 5:00:00 CH,3.6,699232.8,19.0,17.8
186,18:00:00,08/01/2024 6:00:00 CH,3.3,699265.2,32.4,31.3
187,19:00:00,08/01/2024 7:00:00 CH,3.4,699300.7,35.5,35.3
188,20:00:00,08/01/2024 8:00:00 CH,3.4,699332.8,32.1,31.7
189,21:00:00,08/01/2024 9:00:00 CH,3.4,699359.0,26.2,27.4
190,22:00:00,08/01/2024 10:00:00 CH,2.3,699380.2,21.2,22.4
191,23:00:00,08/01/2024 11:00:00 CH,2.1,699394.4,14.2,13.3
192,00:00:00,09/01/2024 12:00:00 SA,2.1,699401.6,7.3,7.6
193,01:00:00,09/01/2024 1:00:00 SA,2.1,699407.2,5.6,5.8
194,02:00:00,09/01/2024 2:00:00 SA,2.7,699412.2,5.0,5.4
195,03:00:00,09/01/2024 3:00:00 SA,2.7,699417.2,5.0,4.7
196,04:00:00,09/01/2024 4:00:00 SA,2.7,699422.2,5.0,5.0
197,05:00:00,09/01/2024 5:00:00 SA,2.7,699428.8,6.6,5.6
198,06:00:00,09/01/2024 6:00:00 SA,3.3,699442.2,13.4,11.9
199,07:00:00,09/01/2024 7:00:00 SA,3.4,699472.1,29.9,29.1
200,08:00:00,09/01/2024 8:00:00 SA,3.5,699496.6,24.5,25.0
201,09:00:00,09/01/2024 9:00:00 SA,3.5,699518.0,21.4,21.6
202,10:00:00,09/01/2024 10:00:00 SA,3.5,699538.8,20.8,21.2
203,11:00:00,09/01/2024 11:00:00 SA,3.5,699559.3,20.5,20.1
204,12:00:00,09/01/2024 12:00:00 CH,3.5,699579.6,20.3,20.6
205,13:00:00,09/01/2024 1:00:00 CH,3.2,699598.0,18.4,18.4
206,14:00:00,09/01/2024 2:00:00 CH,3.4,699613.8,15.8,15.8
207,15:00:00,09/01/2024 3:00:00 CH,3.2,699627.3,13.5,12.3
208,16:00:00,09/01/2024 4:00:00 CH,3.5,699643.3,16.0,16.6
209,17:00:00,09/01/2024 5:00:00 CH,3.5,699664.4,21.1,20.9
210,18:00:00,09/01/2024 6:00:00 CH,3.5,699697.0,32.6,30.8
211,19:00:00,09/01/2024 7:00:00 CH,3.5,699735.5,38.5,38.4
212,20:00:00,09/01/2024 8:00:00 CH,3.6,699769.3,33.8,33.8
213,21:00:00,09/01/2024 9:00:00 CH,3.5,699798.4,29.1,30.0
214,22:00:00,09/01/2024 10:00:00 CH,3.4,699822.0,23.6,22.5
215,23:00:00,09/01/2024 11:00:00 CH,3.4,699838.6,16.6,16.5
216,00:00:00,10/01/2024 12:00:00 SA,2.7,699848.8,10.2,10.7
217,01:00:00,10/01/2024 1:00:00 SA,3.0,699855.7,6.9,6.9
218,02:00:00,10/01/2024 2:00:00 SA,3.0,699861.5,5.8,5.7
219,03:00:00,10/01/2024 3:00:00 SA,2.9,699867.0,5.5,5.5
220,04:00:00,10/01/2024 4:00:00 SA,2.9,699872.3,5.3,4.9
221,05:00:00,10/01/2024 5:00:00 SA,3.0,699880.1,7.8,7.6
222,06:00:00,10/01/2024 6:00:00 SA,3.1,699894.4,14.3,12.7
223,07:00:00,10/01/2024 7:00:00 SA,3.6,699923.0,28.6,29.4
224,08:00:00,10/01/2024 8:00:00 SA,3.5,699946.5,23.5,24.6
225,09:00:00,10/01/2024 9:00:00 SA,0.1,699961.5,15.0,16.7
226,10:00:00,10/01/2024 10:00:00 SA,0.0,699961.5,0.0,0.3
227,11:00:00,10/01/2024 11:00:00 SA,3.4,699990.6,29.1,19.5
228,12:00:00,10/01/2024 12:00:00 CH,3.4,700012.9,22.3,22.5
229,13:00:00,10/01/2024 1:00:00 CH,3.2,700028.9,16.0,16.5
230,14:00:00,10/01/2024 2:00:00 CH,3.3,700040.0,11.1,11.0
231,15:00:00,10/01/2024 3:00:00 CH,3.3,700051.5,11.5,10.6
232,16:00:00,10/01/2024 4:00:00 CH,3.2,700064.4,12.9,13.7
233,17:00:00,10/01/2024 5:00:00 CH,3.5,700080.8,16.4,17.1
234,18:00:00,10/01/2024 6:00:00 CH,3.6,700109.2,28.4,28.2
235,19:00:00,10/01/2024 7:00:00 CH,3.5,700141.6,32.4,31.6
236,20:00:00,10/01/2024 8:00:00 CH,3.4,700169.5,27.9,28.3
237,21:00:00,10/01/2024 9:00:00 CH,3.6,700193.0,23.5,22.1
238,22:00:00,10/01/2024 10:00:00 CH,2.4,700211.0,18.0,18.0
239,23:00:00,10/01/2024 11:00:00 CH,2.5,700225.8,14.8,15.1
240,00:00:00,11/01/2024 12:00:00 SA,2.8,700233.4,7.6,7.4
241,01:00:00,11/01/2024 1:00:00 SA,2.8,700237.8,4.4,4.3
242,02:00:00,11/01/2024 2:00:00 SA,2.8,700241.4,3.6,3.4
243,03:00:00,11/01/2024 3:00:00 SA,2.9,700244.9,3.5,3.6
244,04:00:00,11/01/2024 4:00:00 SA,2.9,700248.4,3.5,3.9
245,05:00:00,11/01/2024 5:00:00 SA,2.9,700252.8,4.4,3.9
246,06:00:00,11/01/2024 6:00:00 SA,3.0,700262.5,9.7,9.4
247,07:00:00,11/01/2024 7:00:00 SA,3.6,700285.1,22.6,21.7
248,08:00:00,11/01/2024 8:00:00 SA,3.6,700303.4,18.3,17.6
249,09:00:00,11/01/2024 9:00:00 SA,3.3,700322.7,19.3,20.1
250,10:00:00,11/01/2024 10:00:00 SA,3.3,700340.0,17.3,18.6
251,11:00:00,11/01/2024 11:00:00 SA,3.3,700357.2,17.2,17.0
252,12:00:00,11/01/2024 12:00:00 CH,3.3,700373.8,16.6,16.6
253,13:00:00,11/01/2024 1:00:00 CH,2.8,700388.6,14.8,15.9
254,14:00:00,11/01/2024 2:00:00 CH,2.8,700399.6,11.0,11.3
255,15:00:00,11/01/2024 3:00:00 CH,3.0,700410.5,10.9,10.4
256,16:00:00,11/01/2024 4:00:00 CH,3.3,700422.9,12.4,12.3
257,17:00:00,11/01/2024 5:00:00 CH,3.4,700439.4,16.5,16.7
258,18:00:00,11/01/2024 6:00:00 CH,3.4,700467.0,27.6,27.4
259,19:00:00,11/01/2024 7:00:00 CH,3.4,700499.9,32.9,32.5
260,20:00:00,11/01/2024 8:00:00 CH,3.5,700528.7,28.8,28.6
261,21:00:00,11/01/2024 9:00:00 CH,3.6,700552.7,24.0,24.0
262,22:00:00,11/01/2024 10:00:00 CH,3.4,700570.1,17.4,17.0
263,23:00:00,11/01/2024 11:00:00 CH,3.0,700581.2,11.1,10.4
264,00:00:00,12/01/2024 12:00:00 SA,2.6,700588.1,6.9,6.3
265,01:00:00,12/01/2024 1:00:00 SA,2.8,700591.7,3.6,4.7
266,02:00:00,12/01/2024 2:00:00 SA,2.8,700594.8,3.1,3.2
267,03:00:00,12/01/2024 3:00:00 SA,2.8,700598.2,3.4,3.2
268,04:00:00,12/01/2024 4:00:00 SA,2.8,700601.6,3.4,2.8
269,05:00:00,12/01/2024 5:00:00 SA,2.8,700606.1,4.5,4.4
270,06:00:00,12/01/2024 6:00:00 SA,3.2,700615.4,9.3,9.0
271,07:00:00,12/01/2024 7:00:00 SA,3.4,700637.6,22.3,21.8
272,08:00:00,12/01/2024 8:00:00 SA,3.5,700657.2,19.6,20.8
273,09:00:00,12/01/2024 9:00:00 SA,3.3,700675.9,18.7,18.0
274,10:00:00,12/01/2024 10:00:00 SA,3.4,700692.7,16.8,17.0
275,11:00:00,12/01/2024 11:00:00 SA,3.4,700710.1,17.4,17.0
276,12:00:00,12/01/2024 12:00:00 CH,3.3,700727.2,17.1,17.2
277,13:00:00,12/01/2024 1:00:00 CH,3.3,700742.5,15.3,15.1
278,14:00:00,12/01/2024 2:00:00 CH,3.1,700754.8,12.3,12.1
279,15:00:00,12/01/2024 3:00:00 CH,3.1,700765.9,11.1,10.3
280,16:00:00,12/01/2024 4:00:00 CH,3.1,700778.7,12.8,13.5
281,17:00:00,12/01/2024 5:00:00 CH,3.4,700797.1,18.4,17.2
282,18:00:00,12/01/2024 6:00:00 CH,3.5,700824.9,27.8,27.7
283,19:00:00,12/01/2024 7:00:00 CH,3.5,700856.1,31.3,31.2
284,20:00:00,12/01/2024 8:00:00 CH,3.5,700884.5,28.4,28.8
285,21:00:00,12/01/2024 9:00:00 CH,3.4,700908.2,23.7,24.8
286,22:00:00,12/01/2024 10:00:00 CH,3.2,700926.2,18.0,17.9
287,23:00:00,12/01/2024 11:00:00 CH,3.3,700939.1,12.9,12.6
288,00:00:00,13/01/2024 12:00:00 SA,3.2,700947.0,7.9,8.4
289,01:00:00,13/01/2024 1:00:00 SA,3.2,700951.7,4.7,5.0
290,02:00:00,13/01/2024 2:00:00 SA,2.8,700955.3,3.6,3.7
291,03:00:00,13/01/2024 3:00:00 SA,2.9,700958.7,3.4,3.3
292,04:00:00,13/01/2024 4:00:00 SA,2.9,700962.2,3.5,4.0
293,05:00:00,13/01/2024 5:00:00 SA,2.9,700967.0,4.8,4.8
294,06:00:00,13/01/2024 6:00:00 SA,3.6,700976.8,9.8,8.3
295,07:00:00,13/01/2024 7:00:00 SA,3.6,700997.4,20.6,20.0
296,08:00:00,13/01/2024 8:00:00 SA,3.6,701018.3,20.9,21.3
297,09:00:00,13/01/2024 9:00:00 SA,3.6,701038.8,20.5,20.2
298,10:00:00,13/01/2024 10:00:00 SA,3.5,701059.2,20.4,20.1
299,11:00:00,13/01/2024 11:00:00 SA,3.7,701078.0,18.8,18.8
300,12:00:00,13/01/2024 12:00:00 CH,3.6,701096.9,18.9,20.2
301,13:00:00,13/01/2024 1:00:00 CH,3.6,701113.9,17.0,16.8
302,14:00:00,13/01/2024 2:00:00 CH,3.6,701127.1,13.3,12.3
303,15:00:00,13/01/2024 3:00:00 CH,3.5,701138.4,11.3,12.1
304,16:00:00,13/01/2024 4:00:00 CH,3.6,701151.8,13.4,13.0
305,17:00:00,13/01/2024 5:00:00 CH,3.0,701168.7,16.9,16.3
306,18:00:00,13/01/2024 6:00:00 CH,3.4,701194.0,25.3,24.4
307,19:00:00,13/01/2024 7:00:00 CH,3.4,701227.8,33.8,34.4
308,20:00:00,13/01/2024 8:00:00 CH,3.4,701255.9,28.1,28.0
309,21:00:00,13/01/2024 9:00:00 CH,3.3,701279.5,23.6,24.7
310,22:00:00,13/01/2024 10:00:00 CH,3.2,701296.4,16.9,17.6
311,23:00:00,13/01/2024 11:00:00 CH,3.0,701309.5,13.1,13.3
312,00:00:00,14/01/2024 12:00:00 SA,2.7,701316.6,7.1,6.7
313,01:00:00,14/01/2024 1:00:00 SA,2.9,701320.8,4.2,3.9
314,02:00:00,14/01/2024 2:00:00 SA,3.0,701324.3,3.5,3.3
315,03:00:00,14/01/2024 3:00:00 SA,3.0,701327.8,3.5,3.4
316,04:00:00,14/01/2024 4:00:00 SA,2.9,701331.8,4.0,4.1
317,05:00:00,14/01/2024 5:00:00 SA,2.9,701337.1,5.3,5.7
318,06:00:00,14/01/2024 6:00:00 SA,3.0,701344.0,6.9,7.1
319,07:00:00,14/01/2024 7:00:00 SA,3.0,701359.6,15.6,14.6
320,08:00:00,14/01/2024 8:00:00 SA,3.2,701383.5,23.9,25.5
321,09:00:00,14/01/2024 9:00:00 SA,3.5,701404.8,21.3,20.6
322,10:00:00,14/01/2024 10:00:00 SA,3.5,701427.6,22.8,24.0
323,11:00:00,14/01/2024 11:00:00 SA,3.5,701452.1,24.5,23.1
324,12:00:00,14/01/2024 12:00:00 CH,2.3,701474.9,22.8,22.7
325,13:00:00,14/01/2024 1:00:00 CH,3.1,701494.7,19.8,20.1
326,14:00:00,14/01/2024 2:00:00 CH,2.9,701511.2,16.5,16.2
327,15:00:00,14/01/2024 3:00:00 CH,2.9,701526.4,15.2,14.5
328,16:00:00,14/01/2024 4:00:00 CH,3.3,701545.8,19.4,18.6
329,17:00:00,14/01/2024 5:00:00 CH,3.5,701570.4,24.6,24.4
330,18:00:00,14/01/2024 6:00:00 CH,3.4,701604.4,34.0,33.6
331,19:00:00,14/01/2024 7:00:00 CH,3.5,701638.4,34.0,34.1
332,20:00:00,14/01/2024 8:00:00 CH,3.4,701669.3,30.9,30.6
333,21:00:00,14/01/2024 9:00:00 CH,3.3,701690.2,20.9,19.7
334,22:00:00,14/01/2024 10:00:00 CH,3.3,701707.6,17.4,18.2
335,23:00:00,14/01/2024 11:00:00 CH,3.0,701719.2,11.6,10.8
336,00:00:00,15/01/2024 12:00:00 SA,2.9,701725.4,6.2,7.0
337,01:00:00,15/01/2024 1:00:00 SA,2.9,701729.4,4.0,3.8
